1,84298,5.0,2003-02-16
2,67630,5.0,2003-03-15
2,67629,5.0,2003-06-18
3,83104,4.0,2003-08-12
2,67628,5.0,2003-08-22
4,68790,5.0,2003-09-21
4,68789,5.0,2003-10-19
5,52217,3.0,2003-12-14
2,67627,5.0,2004-01-17
2,67626,5.0,2004-03-25
6,70660,5.0,2004-04-05
7,52206,4.0,2004-04-12
8,71846,5.0,2004-05-23
2,67625,4.0,2004-07-18
9,45265,4.0,2004-07-21
4,68788,5.0,2004-07-27
2,67624,5.0,2004-08-22
2,67623,5.0,2004-08-23
5,52216,2.0,2004-08-30
9,45264,4.0,2004-09-06
9,45263,4.0,2004-09-09
10,78075,5.0,2004-10-05
2,67622,5.0,2004-10-16
9,45262,2.0,2004-10-28
9,45261,5.0,2004-11-10
11,73385,1.0,2004-11-25
1,84297,4.0,2004-11-26
1,84296,3.0,2004-12-06
4,68787,5.0,2005-01-10
12,53892,5.0,2005-02-13
6,70659,5.0,2005-02-16
11,73384,3.0,2005-02-24
13,77539,4.0,2005-03-04
9,45260,4.0,2005-03-10
14,80840,5.0,2005-03-28
15,79643,5.0,2005-03-30
11,73383,1.0,2005-04-11
14,80839,5.0,2005-04-16
16,53638,5.0,2005-04-25
14,71543,5.0,2005-05-08
17,87190,5.0,2005-05-17
11,73382,4.0,2005-05-20
18,74467,1.0,2005-05-25
19,77745,4.0,2005-05-31
20,82524,5.0,2005-06-01
17,87189,5.0,2005-06-02
21,48734,5.0,2005-06-11
2,67621,5.0,2005-06-12
11,73381,1.0,2005-06-13
11,73380,4.0,2005-06-14
17,87188,5.0,2005-06-17
6,70658,4.0,2005-06-30
22,76500,2.0,2005-07-04
22,76499,4.0,2005-07-05
2,67620,2.0,2005-07-05
11,73379,5.0,2005-07-22
14,80838,5.0,2005-07-23
23,47290,5.0,2005-07-24
9,45259,4.0,2005-07-29
2,67619,5.0,2005-08-03
2,67618,5.0,2005-08-04
24,78928,5.0,2005-08-10
25,72935,5.0,2005-08-15
21,48733,5.0,2005-08-15
26,81106,5.0,2005-08-20
4,68786,5.0,2005-08-21
14,80837,5.0,2005-08-21
9,45258,2.0,2005-08-23
9,45258,2.0,2005-08-23
13,77538,4.0,2005-08-30
2,67617,5.0,2005-09-03
9,45257,5.0,2005-09-05
9,45257,5.0,2005-09-05
27,57610,5.0,2005-09-07
21,48732,4.0,2005-09-07
4,68704,3.0,2005-09-08
28,48041,5.0,2005-09-08
2,67616,3.0,2005-09-09
29,54884,5.0,2005-09-14
9,45256,5.0,2005-09-14
2,67615,2.0,2005-09-18
9,45255,1.0,2005-09-19
11,73378,3.0,2005-09-22
10,78074,5.0,2005-09-25
10,78074,5.0,2005-09-25
2,67614,2.0,2005-09-26
30,60412,1.0,2005-09-27
9,45254,3.0,2005-10-01
26,81105,4.0,2005-10-02
2,67613,4.0,2005-10-02
30,60411,4.0,2005-10-04
31,47048,4.0,2005-10-08
4,68785,3.0,2005-10-08
9,45253,3.0,2005-10-13
21,48731,5.0,2005-10-14
6,70657,4.0,2005-10-21
